ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9605,8931,129,545
2,Andhra Pradesh,2222573,2101685,14570,106318
3,Arunachal Pradesh,60792,57199,284,3309
4,Assam,704853,661084,6359,37410
5,Bihar,817825,793024,12204,12597
6,Chandigarh,87418,80164,1105,6149
7,Chhattisgarh,1108450,1065491,13779,29180
8,Dadra and Nagar Haveli and Daman and Diu,11250,11071,4,175
9,Delhi,1810997,1746972,25710,38315
10,Goa,234084,214735,3630,15719
11,Gujarat,1107749,969234,10323,128192
12,Haryana,927206,877399,10219,39588
13,Himachal Pradesh,263914,248812,3961,11141
14,Jammu and Kashmir,414772,362168,4635,47969
15,Jharkhand,424337,405143,5286,13908
16,Karnataka,3654413,3257769,38705,357939
17,Kerala,5774857,5421307,52281,301269
18,Ladakh,25215,23684,223,1308
19,Lakshadweep,10898,10579,52,267
20,Madhya Pradesh,924161,841346,10591,72224
21,Maharashtra,7605181,7160293,142316,302572
22,Manipur,131339,125561,2034,3744
23,Meghalaya,89553,85556,1503,2494
24,Mizoram,165661,152367,591,12703
25,Nagaland,33948,32412,708,828
26,Odisha,1225268,1152239,8542,64487
27,Puducherry,156758,138545,1915,16298
28,Punjab,728042,670642,17081,40319
29,Rajasthan,1162202,1058893,9161,94148
30,Sikkim,37539,35186,425,1928
31,Tamil Nadu,3224236,2973185,37359,213692
32,Telangana,747155,705054,4078,38023
33,Tripura,99494,91501,885,7108
34,Uttarakhand,410262,369866,7501,32895
35,Uttar Pradesh,1980239,1876791,23106,80342
36,West Bengal,1979254,1891440,20445,67369
