ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5569,5358,65,146
2,Andhra Pradesh,1009228,927418,7579,74231
3,Arunachal Pradesh,17430,16921,56,453
4,Assam,233453,218339,1172,13942
5,Bihar,378442,300012,2010,76420
6,Chandigarh,37232,32180,430,4622
7,Chhattisgarh,622965,492593,6893,123479
8,Dadra and Nagar Haveli and Daman and Diu,6142,4353,4,1785
9,Delhi,980679,875109,13541,92029
10,Goa,73644,61628,976,11040
11,Gujarat,467640,361493,6019,100128
12,Haryana,402843,335143,3643,64057
13,Himachal Pradesh,84065,70539,1280,12246
14,Jammu and Kashmir,156344,137240,2111,16993
15,Jharkhand,190692,145499,1778,43415
16,Karnataka,1274959,1046554,14075,214330
17,Kerala,1350501,1166135,5055,179311
18,Ladakh,13089,10920,135,2034
19,Lakshadweep,1805,884,1,920
20,Madhya Pradesh,472785,380208,4937,87640
21,Maharashtra,4161676,3404792,63252,693632
22,Manipur,30151,29180,381,590
23,Meghalaya,15631,14236,157,1238
24,Mizoram,5283,4627,12,644
25,Nagaland,12889,12338,94,457
26,Odisha,394694,356003,1973,36718
27,Puducherry,51372,44314,728,6330
28,Punjab,326447,274240,8264,43943
29,Rajasthan,483273,362526,3453,117294
30,Sikkim,7037,6207,137,693
31,Tamil Nadu,1051487,943044,13395,95048
32,Telangana,387106,326997,1961,58148
33,Tripura,34429,33390,394,645
34,Uttarakhand,142349,110379,2021,29949
35,Uttar Pradesh,1013370,728980,10737,273653
36,West Bengal,713780,628218,10825,74737
