ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10618,129,4
2,Andhra Pradesh,2339084,2324350,14733,1
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851418,839110,12303,5
6,Chandigarh,99361,98179,1181,1
7,Chhattisgarh,1177779,1163631,14146,2
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007408,1980875,26522,11
10,Goa,259124,255105,4013,6
11,Gujarat,1277660,1266605,11046,9
12,Haryana,1056685,1045941,10714,30
13,Himachal Pradesh,312709,308491,4213,5
14,Jammu and Kashmir,479462,474663,4785,14
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4073077,4032654,40309,114
17,Kerala,6829946,6757153,71578,1215
18,Ladakh,29422,29188,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054939,1044161,10777,1
21,Maharashtra,8137226,7988724,148421,81
22,Manipur,139924,137775,2149,0
23,Meghalaya,96787,95162,1625,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336663,1327372,9205,86
27,Puducherry,175738,173729,1975,34
28,Punjab,784371,765072,19289,10
29,Rajasthan,1315588,1305919,9654,15
30,Sikkim,44322,43823,499,0
31,Tamil Nadu,3594691,3556610,38049,32
32,Telangana,841532,837394,4111,27
33,Tripura,108034,107094,940,0
34,Uttarakhand,449463,441688,7753,22
35,Uttar Pradesh,2128177,2104526,23638,13
36,West Bengal,2118777,2097201,21532,44
