ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3744,3503,52,189
2,Andhra Pradesh,654385,579474,5558,69353
3,Arunachal Pradesh,8416,6071,14,2331
4,Assam,165582,135144,608,29830
5,Bihar,174071,160178,878,13015
6,Chandigarh,10968,8342,144,2482
7,Chhattisgarh,95623,58833,752,36038
8,Dadra and Nagar Haveli and Daman and Diu,2977,2785,2,190
9,Delhi,260623,224375,5123,31125
10,Goa,30552,24347,383,5822
11,Gujarat,128787,109079,3381,16327
12,Haryana,118554,98410,1255,18889
13,Himachal Pradesh,13386,9252,150,3984
14,Jammu and Kashmir,68614,48079,1084,19451
15,Jharkhand,76438,62945,652,12841
16,Karnataka,548557,444658,8331,95568
17,Kerala,154456,107850,613,45993
18,Ladakh,3969,2893,54,1022
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,115361,90495,2122,22744
21,Maharashtra,1282963,973214,34345,275404
22,Manipur,9537,7369,62,2106
23,Meghalaya,5078,3058,43,1977
24,Mizoram,1786,1105,0,681
25,Nagaland,5730,4626,16,1088
26,Odisha,196888,161044,752,35092
27,Puducherry,24895,19311,487,5097
28,Punjab,105220,81475,3066,20679
29,Rajasthan,122720,102330,1397,18993
30,Sikkim,2692,2054,31,607
31,Tamil Nadu,563691,508210,9076,46405
32,Telangana,181627,150160,1080,30387
33,Tripura,24130,17487,265,6378
34,Uttarakhand,44404,32355,542,11507
35,Uttar Pradesh,374277,307611,5366,61300
36,West Bengal,237869,208042,4606,25221
