ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9743,9165,129,449
2,Andhra Pradesh,2260181,2130162,14594,115425
3,Arunachal Pradesh,61953,58524,286,3143
4,Assam,713685,677128,6422,30135
5,Bihar,821815,801885,12217,7713
6,Chandigarh,88703,83769,1115,3819
7,Chhattisgarh,1120797,1081858,13824,25115
8,Dadra and Nagar Haveli and Daman and Diu,11291,11170,4,117
9,Delhi,1823815,1773218,25797,24800
10,Goa,237580,223484,3675,10421
11,Gujarat,1144585,1036156,10408,98021
12,Haryana,942051,901562,10269,30220
13,Himachal Pradesh,269291,255852,3986,9453
14,Jammu and Kashmir,428260,381389,4652,42219
15,Jharkhand,427179,414136,5300,7743
16,Karnataka,3757031,3465995,38874,252162
17,Kerala,5931945,5541834,53191,336920
18,Ladakh,25763,24278,224,1261
19,Lakshadweep,11032,10687,52,293
20,Madhya Pradesh,950134,873485,10607,66042
21,Maharashtra,7683525,7292791,142522,248212
22,Manipur,132581,126609,2038,3934
23,Meghalaya,90522,86585,1518,2419
24,Mizoram,171686,156274,601,14811
25,Nagaland,34276,32654,715,907
26,Odisha,1241068,1184174,8575,48319
27,Puducherry,159824,145359,1923,12542
28,Punjab,738405,691749,17190,29466
29,Rajasthan,1189991,1105918,9224,74849
30,Sikkim,37972,36229,428,1315
31,Tamil Nadu,3303702,3057846,37506,208350
32,Telangana,758566,714034,4085,40447
33,Tripura,100142,94117,895,5130
34,Uttarakhand,418004,379227,7531,31246
35,Uttar Pradesh,2005245,1922480,23164,59601
36,West Bengal,1990179,1931711,20550,37918
