ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10701,10548,129,24
2,Andhra Pradesh,2338433,2323516,14733,184
3,Arunachal Pradesh,66851,66544,296,11
4,Assam,745674,735003,8035,2636
5,Bihar,850626,838169,12302,155
6,Chandigarh,99221,98015,1181,25
7,Chhattisgarh,1176497,1162035,14135,327
8,Dadra and Nagar Haveli and Daman and Diu,11587,11582,4,1
9,Delhi,2003746,1976863,26503,380
10,Goa,258224,254077,3966,181
11,Gujarat,1275154,1263398,11035,721
12,Haryana,1055118,1044197,10707,214
13,Himachal Pradesh,312281,307956,4210,115
14,Jammu and Kashmir,479188,474304,4785,99
15,Jharkhand,442376,436989,5330,57
16,Karnataka,4065299,4022243,40286,2770
17,Kerala,6810157,6731196,71218,7743
18,Ladakh,29350,29101,231,18
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054385,1043501,10773,111
21,Maharashtra,8123255,7972252,148349,2654
22,Manipur,139823,137658,2149,16
23,Meghalaya,96710,95050,1622,38
24,Mizoram,238523,237698,723,102
25,Nagaland,35961,35177,781,3
26,Odisha,1334593,1324570,9198,825
27,Puducherry,174753,172561,1974,218
28,Punjab,782076,764012,17917,147
29,Rajasthan,1313320,1303380,9642,298
30,Sikkim,44202,43663,498,41
31,Tamil Nadu,3585427,3542208,38047,5172
32,Telangana,838243,833585,4111,547
33,Tripura,107806,106851,939,16
34,Uttarakhand,449242,440503,7751,988
35,Uttar Pradesh,2126429,2102402,23622,405
36,West Bengal,2115226,2091266,21511,2449
