ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10039,9907,129,3
2,Andhra Pradesh,2319747,2304968,14730,49
3,Arunachal Pradesh,64501,64201,296,4
4,Assam,724219,716228,7986,5
5,Bihar,830633,818317,12256,60
6,Chandigarh,92156,90913,1165,78
7,Chhattisgarh,1152318,1138247,14034,37
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1895053,1863502,26182,5369
10,Goa,245506,241613,3832,61
11,Gujarat,1224530,1213434,10944,152
12,Haryana,996975,983795,10620,2560
13,Himachal Pradesh,284874,280689,4134,51
14,Jammu and Kashmir,454113,449306,4751,56
15,Jharkhand,435271,429917,5317,37
16,Karnataka,3948837,3906807,40105,1925
17,Kerala,6544568,6472277,69277,3014
18,Ladakh,28249,28018,228,3
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041717,1030783,10735,199
21,Maharashtra,7879399,7730209,147847,1343
22,Manipur,137227,135100,2120,7
23,Meghalaya,93810,92207,1593,10
24,Mizoram,227761,226863,697,201
25,Nagaland,35490,34729,760,1
26,Odisha,1288210,1278877,9126,207
27,Puducherry,165797,163828,1962,7
28,Punjab,759930,741905,17751,274
29,Rajasthan,1284323,1274165,9553,605
30,Sikkim,39154,38701,452,1
31,Tamil Nadu,3454391,3415912,38025,454
32,Telangana,792361,787867,4111,383
33,Tripura,100887,99959,923,5
34,Uttarakhand,437620,429426,7693,501
35,Uttar Pradesh,2076580,2051503,23510,1567
36,West Bengal,2018600,1996989,21203,408
