ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7690,7558,129,3
2,Andhra Pradesh,2074036,2057573,14455,2008
3,Arunachal Pradesh,55295,54984,280,31
4,Assam,617908,609216,6127,2565
5,Bihar,726250,714130,12090,30
6,Chandigarh,65508,64623,820,65
7,Chhattisgarh,1007038,993113,13593,332
8,Dadra and Nagar Haveli and Daman and Diu,10683,10679,4,0
9,Delhi,1441449,1415974,25099,376
10,Goa,179242,175450,3388,404
11,Gujarat,827806,817339,10095,372
12,Haryana,771875,761612,10055,208
13,Himachal Pradesh,227684,223093,3855,736
14,Jammu and Kashmir,338047,331959,4487,1601
15,Jharkhand,349367,344090,5141,136
16,Karnataka,2998699,2953327,38243,7129
17,Kerala,5173854,5091224,41902,40728
18,Ladakh,21735,21273,215,247
19,Lakshadweep,10405,10343,51,11
20,Madhya Pradesh,793274,782606,10529,139
21,Maharashtra,6639995,6488680,141194,10121
22,Manipur,125406,123091,1985,330
23,Meghalaya,84619,82893,1475,251
24,Mizoram,137057,133510,508,3039
25,Nagaland,32142,31325,699,118
26,Odisha,1050505,1040139,8424,1942
27,Puducherry,129105,127000,1876,229
28,Punjab,603556,586594,16612,350
29,Rajasthan,954944,945768,8956,220
30,Sikkim,32382,31779,405,198
31,Tamil Nadu,2731945,2687414,36549,7982
32,Telangana,677341,669488,4001,3852
33,Tripura,84874,83965,826,83
34,Uttarakhand,344385,336785,7411,189
35,Uttar Pradesh,1710492,1687449,22911,132
36,West Bengal,1620229,1593091,19562,7576
