ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10747,10618,129,0
2,Andhra Pradesh,2339078,2324338,14733,7
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851404,839100,12303,1
6,Chandigarh,99358,98174,1181,3
7,Chhattisgarh,1177768,1163614,14146,8
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007313,1980781,26522,10
10,Goa,259110,255082,4013,15
11,Gujarat,1277615,1266561,11043,11
12,Haryana,1056655,1045903,10714,38
13,Himachal Pradesh,312692,308465,4213,14
14,Jammu and Kashmir,479444,474649,4785,10
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4072536,4032105,40308,123
17,Kerala,6829249,6756379,71570,1300
18,Ladakh,29417,29185,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054934,1044155,10777,2
21,Maharashtra,8136945,7988392,148419,134
22,Manipur,139924,137775,2149,0
23,Meghalaya,96786,95161,1624,1
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336595,1327306,9205,84
27,Puducherry,175636,173588,1975,73
28,Punjab,784282,764964,19289,29
29,Rajasthan,1315564,1305906,9653,5
30,Sikkim,44321,43820,499,2
31,Tamil Nadu,3594573,3556466,38049,58
32,Telangana,841453,837315,4111,27
33,Tripura,108034,107094,940,0
34,Uttarakhand,449429,441665,7753,11
35,Uttar Pradesh,2128154,2104502,23634,18
36,West Bengal,2118696,2097114,21532,50
