ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5014,4944,62,8
2,Andhra Pradesh,889077,881292,7166,619
3,Arunachal Pradesh,16836,16775,56,5
4,Assam,217344,214639,1091,1614
5,Bihar,261942,259898,1531,513
6,Chandigarh,21352,20854,348,150
7,Chhattisgarh,310210,303415,3790,3005
8,Dadra and Nagar Haveli and Daman and Diu,3402,3396,2,4
9,Delhi,637445,625496,10896,1053
10,Goa,54421,53125,786,510
11,Gujarat,266297,260198,4403,1696
12,Haryana,269405,265549,3042,814
13,Himachal Pradesh,58312,57017,994,301
14,Jammu and Kashmir,125634,122992,1954,688
15,Jharkhand,119477,117926,1084,467
16,Karnataka,946860,928767,12282,5811
17,Kerala,1021432,956935,4046,60451
18,Ladakh,9783,9605,130,48
19,Lakshadweep,263,167,0,96
20,Madhya Pradesh,258574,252821,3844,1909
21,Maharashtra,2081520,1987804,51669,42047
22,Manipur,29225,28769,373,83
23,Meghalaya,13946,13743,148,55
24,Mizoram,4405,4372,10,23
25,Nagaland,12191,12071,91,29
26,Odisha,336460,333888,1913,659
27,Puducherry,39526,38667,660,199
28,Punjab,177376,169002,5732,2642
29,Rajasthan,319270,315212,2783,1275
30,Sikkim,6126,5933,135,58
31,Tamil Nadu,846937,830320,12444,4173
32,Telangana,297278,293940,1623,1715
33,Tripura,33366,32961,391,14
34,Uttarakhand,97005,94772,1684,549
35,Uttar Pradesh,602490,591194,8709,2587
36,West Bengal,573193,559282,10239,3672
