ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4993,4907,62,24
2,Andhra Pradesh,886852,878232,7147,1473
3,Arunachal Pradesh,16818,16725,56,37
4,Assam,216976,213492,1077,2407
5,Bihar,258638,254563,1476,2599
6,Chandigarh,20686,20226,333,127
7,Chhattisgarh,296326,287677,3609,5040
8,Dadra and Nagar Haveli and Daman and Diu,3394,3382,2,10
9,Delhi,633739,621060,10799,1880
10,Goa,52867,51233,761,873
11,Gujarat,258687,249352,4375,4960
12,Haryana,267075,262507,3009,1559
13,Himachal Pradesh,57189,55749,971,469
14,Jammu and Kashmir,123946,120914,1929,1103
15,Jharkhand,118232,116293,1061,878
16,Karnataka,935478,915924,12193,7361
17,Kerala,884242,808377,3587,72278
18,Ladakh,9675,9484,129,62
19,Lakshadweep,57,0,0,57
20,Madhya Pradesh,253405,245309,3786,4310
21,Maharashtra,2006354,1910521,50740,45093
22,Manipur,28970,28405,369,196
23,Meghalaya,13727,13459,146,122
24,Mizoram,4351,4284,9,58
25,Nagaland,12076,11884,88,104
26,Odisha,334150,330962,1904,1284
27,Puducherry,38830,37884,644,302
28,Punjab,171733,163887,5553,2293
29,Rajasthan,316485,310279,2758,3448
30,Sikkim,6068,5802,132,134
31,Tamil Nadu,834171,816878,12309,4984
32,Telangana,293253,288275,1589,3389
33,Tripura,33345,32919,391,35
34,Uttarakhand,95586,92224,1629,1733
35,Uttar Pradesh,598445,582506,8609,7330
36,West Bengal,567714,551211,10107,6396
