ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339096,2324360,14733,3
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851427,839122,12303,2
6,Chandigarh,99371,98185,1182,4
7,Chhattisgarh,1177804,1163651,14146,7
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007634,1981065,26523,46
10,Goa,259175,255138,4013,24
11,Gujarat,1277872,1266674,11047,151
12,Haryana,1056778,1046021,10714,43
13,Himachal Pradesh,312826,308570,4213,43
14,Jammu and Kashmir,479516,474698,4785,33
15,Jharkhand,442579,437246,5331,2
16,Karnataka,4074617,4033837,40312,468
17,Kerala,6831446,6758360,71589,1497
18,Ladakh,29425,29192,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054986,1044176,10777,33
21,Maharashtra,8138222,7989393,148424,405
22,Manipur,139924,137775,2149,0
23,Meghalaya,96788,95163,1625,0
24,Mizoram,238969,238239,726,4
25,Nagaland,35988,35206,782,0
26,Odisha,1336719,1327439,9205,75
27,Puducherry,175881,173868,1975,38
28,Punjab,784500,765171,19289,40
29,Rajasthan,1315647,1305953,9656,38
30,Sikkim,44325,43825,500,0
31,Tamil Nadu,3595159,3556896,38049,214
32,Telangana,841935,837649,4111,175
33,Tripura,108034,107094,940,0
34,Uttarakhand,449491,441733,7753,5
35,Uttar Pradesh,2128224,2104558,23648,18
36,West Bengal,2118862,2097293,21533,36
