ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326363,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746237,738198,8037,2
5,Bihar,855690,843375,12315,0
6,Chandigarh,100755,99567,1186,2
7,Chhattisgarh,1188573,1174372,14201,0
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2043114,2016388,26694,32
10,Goa,263653,259635,4014,4
11,Gujarat,1292552,1281413,11100,39
12,Haryana,1079170,1068384,10785,1
13,Himachal Pradesh,323103,318851,4246,6
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096884,4056434,40406,44
17,Kerala,6918870,6846299,72112,459
18,Ladakh,29676,29445,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056772,1045978,10786,8
21,Maharashtra,8177362,8028719,148602,41
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348633,1339411,9215,7
27,Puducherry,177767,175778,1982,7
28,Punjab,793900,773303,20591,6
29,Rajasthan,1327761,1317930,9746,85
30,Sikkim,44950,44448,501,1
31,Tamil Nadu,3611895,3573766,38086,43
32,Telangana,844880,840764,4111,5
33,Tripura,108570,107623,943,4
34,Uttarakhand,452742,444961,7778,3
35,Uttar Pradesh,2146068,2122323,23726,19
36,West Bengal,2127689,2106103,21558,28
