ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7598,7455,129,14
2,Andhra Pradesh,2037353,2008639,14061,14653
3,Arunachal Pradesh,54060,53328,271,461
4,Assam,597709,586856,5790,5063
5,Bihar,725881,716158,9658,65
6,Chandigarh,65176,64323,818,35
7,Chhattisgarh,1005042,991150,13560,332
8,Dadra and Nagar Haveli and Daman and Diu,10670,10665,4,1
9,Delhi,1438469,1412980,25085,404
10,Goa,175414,171351,3292,771
11,Gujarat,825715,815490,10082,143
12,Haryana,770711,760580,9808,323
13,Himachal Pradesh,216813,211554,3649,1610
14,Jammu and Kashmir,327773,321878,4416,1479
15,Jharkhand,348114,342907,5133,74
16,Karnataka,2967083,2913713,37587,15783
17,Kerala,4488813,4283963,23439,181411
18,Ladakh,20702,20386,207,109
19,Lakshadweep,10356,10299,51,6
20,Madhya Pradesh,792386,781772,10517,97
21,Maharashtra,6518502,6328561,138469,51472
22,Manipur,118261,114251,1830,2180
23,Meghalaya,79325,76075,1374,1876
24,Mizoram,79171,64456,259,14456
25,Nagaland,30840,29696,653,491
26,Odisha,1019621,1005564,8128,5929
27,Puducherry,125384,122631,1829,924
28,Punjab,601236,584453,16467,316
29,Rajasthan,954246,945190,8954,102
30,Sikkim,30893,29786,379,728
31,Tamil Nadu,2643683,2591480,35310,16893
32,Telangana,663281,654230,3903,5148
33,Tripura,83840,82665,808,367
34,Uttarakhand,343376,335704,7390,282
35,Uttar Pradesh,1709652,1686572,22887,193
36,West Bengal,1561014,1534406,18641,7967
