ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326363,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746235,738197,8037,1
5,Bihar,855687,843362,12315,10
6,Chandigarh,100752,99566,1186,0
7,Chhattisgarh,1188565,1174362,14201,2
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2043031,2016311,26694,26
10,Goa,263643,259622,4014,7
11,Gujarat,1292511,1281377,11100,34
12,Haryana,1079167,1068381,10785,1
13,Himachal Pradesh,323093,318846,4246,1
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096754,4056299,40406,49
17,Kerala,6917983,6845668,72108,207
18,Ladakh,29675,29441,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056762,1045969,10786,7
21,Maharashtra,8177275,8028622,148601,52
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348625,1339408,9215,2
27,Puducherry,177750,175759,1982,9
28,Punjab,793889,773288,20591,10
29,Rajasthan,1327672,1317837,9746,89
30,Sikkim,44949,44448,501,0
31,Tamil Nadu,3611808,3573662,38086,60
32,Telangana,844872,840757,4111,4
33,Tripura,108566,107623,943,0
34,Uttarakhand,452730,444952,7778,0
35,Uttar Pradesh,2146091,2122302,23726,63
36,West Bengal,2127661,2106077,21558,26
