ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326363,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746238,738201,8037,0
5,Bihar,855691,843376,12315,0
6,Chandigarh,100756,99570,1186,0
7,Chhattisgarh,1188584,1174378,14202,4
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2043156,2016447,26696,13
10,Goa,263666,259646,4014,6
11,Gujarat,1292570,1281457,11100,13
12,Haryana,1079175,1068386,10785,4
13,Himachal Pradesh,323107,318860,4246,1
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096973,4056549,40406,18
17,Kerala,6919643,6847132,72126,385
18,Ladakh,29683,29448,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056775,1045988,10786,1
21,Maharashtra,8177417,8028789,148602,26
22,Manipur,140039,137890,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348638,1339419,9215,4
27,Puducherry,177773,175790,1982,1
28,Punjab,793922,773319,20592,11
29,Rajasthan,1327796,1318026,9746,24
30,Sikkim,44951,44449,501,1
31,Tamil Nadu,3611931,3573830,38086,15
32,Telangana,844884,840769,4111,4
33,Tripura,108574,107630,943,1
34,Uttarakhand,452745,444967,7778,0
35,Uttar Pradesh,2146083,2122342,23729,12
36,West Bengal,2127720,2106125,21558,37
