ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341088,2326353,14733,2
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746230,738189,8037,4
5,Bihar,855547,843182,12315,50
6,Chandigarh,100730,99539,1186,5
7,Chhattisgarh,1188486,1174259,14200,27
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042345,2015399,26681,265
10,Goa,263606,259585,4014,7
11,Gujarat,1292216,1281056,11091,69
12,Haryana,1079136,1068345,10781,10
13,Himachal Pradesh,323035,318775,4246,14
14,Jammu and Kashmir,482178,477382,4793,3
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096192,4055736,40399,57
17,Kerala,6917596,6845484,72103,9
18,Ladakh,29631,29398,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056697,1045903,10786,8
21,Maharashtra,8176466,8027636,148590,240
22,Manipur,140038,137889,2149,0
23,Meghalaya,96993,95365,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348601,1339373,9215,13
27,Puducherry,177703,175717,1982,4
28,Punjab,793795,773194,20579,22
29,Rajasthan,1327092,1317234,9746,112
30,Sikkim,44948,44447,501,0
31,Tamil Nadu,3611601,3573505,38086,10
32,Telangana,844818,840696,4111,11
33,Tripura,108565,107619,943,3
34,Uttarakhand,452652,444874,7770,8
35,Uttar Pradesh,2145875,2122060,23722,93
36,West Bengal,2127557,2105971,21558,28
