ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7510,7365,129,16
2,Andhra Pradesh,1940096,1902256,13132,24708
3,Arunachal Pradesh,42820,38407,202,4211
4,Assam,547283,524469,4999,17815
5,Bihar,723945,713591,9629,725
6,Chandigarh,61889,61030,809,50
7,Chhattisgarh,999853,982638,13496,3719
8,Dadra and Nagar Haveli and Daman and Diu,10597,10575,4,18
9,Delhi,1435529,1409910,25027,592
10,Goa,169740,165067,3111,1562
11,Gujarat,824497,813928,10076,493
12,Haryana,769539,759123,9599,817
13,Himachal Pradesh,204391,199877,3507,1007
14,Jammu and Kashmir,319901,313618,4364,1919
15,Jharkhand,346681,341234,5120,327
16,Karnataka,2883947,2818476,36157,29314
17,Kerala,3160937,3020052,15350,125535
18,Ladakh,20257,19948,206,103
19,Lakshadweep,10064,9947,49,68
20,Madhya Pradesh,791658,780927,10512,219
21,Maharashtra,6214190,5980350,127031,106809
22,Manipur,84822,73770,1376,9676
23,Meghalaya,57388,52464,945,3979
24,Mizoram,27488,21363,122,6003
25,Nagaland,26682,25005,528,1149
26,Odisha,954326,930418,5058,18850
27,Puducherry,119703,116801,1778,1124
28,Punjab,598334,581055,16233,1046
29,Rajasthan,953360,943938,8950,472
30,Sikkim,23392,20760,324,2308
31,Tamil Nadu,2535402,2473781,33724,27897
32,Telangana,636627,623044,3759,9824
33,Tripura,73901,68859,728,4314
34,Uttarakhand,341452,333473,7356,623
35,Uttar Pradesh,1707847,1683866,22719,1262
36,West Bengal,1518181,1487071,17999,13111
